Person_id,Survey_date,round,status,tenure,geography,province,schoolquintile,additional_lang,home_lang,science,female,sa_citizen,Birthyear,Birthmonth,Target,mathf,mathlitf,math_achieved,mathlit_achieved,educ,year,age
Id_a4qdxqsyoh,3/1/2023,4,studying,,Urban,KwaZulu-Natal,3,60 - 69 %,,40 - 49 %,1,1,2000,1,1,1,0,0,0,1,2023,23
Id_2kxndzoh2z,8/10/2022,3,studying,,Urban,Mpumalanga,5,40 - 49 %,,40 - 49 %,0,1,1999,2,0,1,0,0,0,1,2022,23
Id_b1mjd39w8d,7/28/2022,3,studying,,Urban,Gauteng,2,60 - 69 %,,,1,1,2002,10,0,0,1,0,0,1,2022,20
Id_465b3yten3,7/28/2022,3,unemployed,827,Urban,Gauteng,,,,,0,1,1986,9,0,0,0,,,0,2022,36
Id_tncxxkyy9t,8/1/2022,3,studying,,Rural,Limpopo,,50 - 59 %,,,1,1,2004,3,0,0,1,0,0,1,2022,18
Id_zbw85j66f9,8/12/2022,3,wage employed,158,Rural,Limpopo,3,60 - 69 %,,,0,1,1998,1,1,0,1,0,0,1,2022,24
Id_ebke0a94x3,3/1/2022,2,self employed,757,Urban,Free State,4,60 - 69 %,,,0,1,1996,4,1,0,1,0,1,1,2022,26
Id_0aro4sr7ln,3/7/2023,4,studying,,Urban,North West,2,70 - 79 %,,,1,1,2003,10,0,0,1,0,1,1,2023,20
Id_3k4eidfxw3,3/14/2023,4,studying,,Urban,KwaZulu-Natal,,60 - 69 %,,,1,1,2000,7,0,0,1,0,0,1,2023,23
Id_m5twd4wmgy,2/22/2023,4,studying,,Urban,KwaZulu-Natal,,40 - 49 %,,,0,1,2002,2,1,1,0,0,0,1,2023,21
Id_iqgwltd8tg,2/22/2023,4,unemployed,397,Urban,Limpopo,,50 - 59 %,,,0,1,2002,1,0,0,1,0,0,1,2023,21
Id_skd127b140,8/3/2022,3,studying,,Suburb,KwaZulu-Natal,3,,,,1,1,2002,2,0,0,0,0,0,0,2022,20
Id_mtf42g9xqe,2/23/2022,2,unemployed,214,Suburb,Northern Cape,2,50 - 59 %,,,0,1,1999,5,1,0,1,0,0,1,2022,23
Id_dvsmt95r8p,3/20/2023,4,studying,,Urban,Western Cape,4,,50 - 59 %,30 - 39 %,1,1,2004,1,1,1,0,0,0,1,2023,19
Id_ycf50xkja6,3/4/2022,2,unemployed,430,Urban,Free State,1,40 - 49 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_435u2un01m,8/5/2022,3,other,,Urban,Gauteng,3,50 - 59 %,,0 - 29 %,1,1,1998,9,1,1,0,0,0,1,2022,24
Id_gxydiwdxif,3/2/2023,4,unemployed,429,Urban,Northern Cape,2,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_vh2y8vjsxf,2/15/2023,4,unemployed,370,Urban,Gauteng,4,40 - 49 %,,,0,1,2000,11,0,0,1,0,0,1,2023,23
Id_79gj2qhs8b,2/24/2022,2,unemployed,36,Urban,KwaZulu-Natal,5,,40 - 49 %,,1,1,1999,6,0,0,1,0,0,1,2022,23
Id_y2ohkhaw0q,2/24/2022,2,wage employed,191,Urban,North West,3,50 - 59 %,,,1,1,1994,1,1,0,1,0,0,1,2022,28
Id_cufftbxt5b,2/20/2023,4,studying,,Urban,Eastern Cape,,,,,0,1,2003,10,0,0,0,0,0,0,2023,20
Id_jbrdk3vobs,3/4/2022,2,unemployed,1451,Suburb,Western Cape,5,60 - 69 %,,,1,1,2000,1,1,0,1,0,0,1,2022,22
Id_krphipxpto,2/6/2023,4,studying,,Urban,Free State,,,,,0,1,2002,9,0,0,0,,,0,2023,21
Id_s6z42o9so0,2/8/2023,4,wage employed,122,Urban,Gauteng,3,50 - 59 %,,30 - 39 %,0,1,2001,3,0,0,0,0,0,1,2023,22
Id_7djtctfdsu,2/8/2023,4,unemployed,1954,Urban,Gauteng,,,,,0,1,1996,1,0,0,0,,,0,2023,27
Id_n0gx5b9wcq,8/1/2022,3,studying,,Urban,Mpumalanga,2,40 - 49 %,,,0,1,2000,4,0,1,0,0,0,1,2022,22
Id_ap997ykc86,8/16/2021,1,studying,,Rural,Mpumalanga,3,60 - 69 %,,,0,1,1999,12,0,0,1,0,0,1,2021,22
Id_leqdcljvjz,2/8/2023,4,studying,,Suburb,Limpopo,1,,,,0,1,1995,3,1,0,0,0,0,0,2023,28
Id_mxh2xnc41m,3/23/2023,4,unemployed,490,Rural,KwaZulu-Natal,2,50 - 59 %,,,1,1,2002,3,0,0,1,0,0,1,2023,21
Id_pwrrd12jld,2/28/2023,4,wage employed,730,Urban,Gauteng,,,,,0,1,1995,2,0,0,0,,,0,2023,28
Id_3to2sa9car,3/15/2023,4,unemployed,31,Suburb,KwaZulu-Natal,1,40 - 49 %,,30 - 39 %,1,1,1991,12,0,1,0,0,0,2,2023,32
Id_e30lxifnmw,8/16/2021,1,wage employed,0,Urban,Eastern Cape,1,50 - 59 %,,40 - 49 %,0,1,1997,11,1,1,0,0,0,1,2021,24
Id_hd7kp07qst,2/27/2023,4,unemployed,342,Urban,KwaZulu-Natal,3,50 - 59 %,,,0,1,1995,3,0,0,1,0,0,3,2023,28
Id_9hgjngra08,3/14/2023,4,studying,,Urban,KwaZulu-Natal,,,,,1,1,2003,6,0,0,0,,,0,2023,20
Id_zvgku8gr0t,8/11/2022,3,unemployed,248,Urban,Mpumalanga,,,,,1,1,2002,2,0,0,0,,,0,2022,20
Id_whpmbc6i8b,3/10/2022,2,wage employed,121,Urban,Mpumalanga,3,,,,0,1,1993,1,1,0,0,0,0,0,2022,29
Id_zwtvdskzs9,8/2/2022,3,unemployed,1527,Rural,North West,3,,,,1,1,1990,9,0,0,0,0,0,0,2022,32
Id_dh7418ehbc,2/10/2023,4,unemployed,767,Urban,KwaZulu-Natal,,,,,0,1,1996,9,0,0,0,,,0,2023,27
Id_hya98bc6ax,8/16/2021,1,wage employed,0,Urban,Eastern Cape,,,,,1,1,1993,12,0,0,0,0,0,0,2021,28
Id_i9rwvt9m70,2/8/2023,4,studying,,Urban,Western Cape,1,60 - 69 %,,,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_x66zshi3jc,2/25/2022,2,unemployed,1863,Urban,Western Cape,4,,40 - 49 %,,1,1,1996,7,0,0,1,0,0,1,2022,26
Id_fla8ahwunh,2/16/2023,4,unemployed,1132,Urban,Free State,,50 - 59 %,,,1,1,2000,11,0,0,1,0,0,1,2023,23
Id_prvj6r157p,3/15/2023,4,studying,,Urban,Northern Cape,,,,,1,1,1998,10,0,0,0,0,0,0,2023,25
Id_olkrnk9eh9,3/8/2022,2,studying,,Urban,Western Cape,2,50 - 59 %,,30 - 39 %,1,1,1998,8,1,0,0,0,0,1,2022,24
Id_3erleo5vws,2/17/2023,4,studying,,Rural,Limpopo,,50 - 59 %,,,0,1,1997,7,0,1,0,0,0,1,2023,26
Id_c5tvcj1bh4,3/13/2023,4,unemployed,730,Suburb,Eastern Cape,3,,,,1,1,2000,1,0,0,0,0,0,0,2023,23
Id_9v5wlcmal9,7/28/2022,3,studying,,Urban,Gauteng,4,,40 - 49 %,,1,1,2003,1,0,0,1,0,0,1,2022,19
Id_mq93hp1yec,8/4/2022,3,unemployed,127,Urban,Gauteng,,,,,0,1,1989,9,0,0,0,,,0,2022,33
Id_bbzk6ko00a,3/11/2022,2,unemployed,1025,Urban,Gauteng,5,,50 - 59 %,,1,1,2000,1,1,0,1,0,0,1,2022,22
Id_wnnw6fopbl,8/23/2021,1,self employed,209,Rural,KwaZulu-Natal,3,50 - 59 %,,,1,1,1992,2,1,1,0,0,0,1,2021,29
Id_ubamhumapp,2/13/2023,4,unemployed,5,Suburb,Free State,1,,,,0,1,1989,6,0,0,0,0,0,0,2023,34
Id_53928wwl3i,3/23/2023,4,unemployed,2682,Urban,Gauteng,,,,,1,1,1993,9,0,0,0,,,0,2023,30
Id_otpsjhzngs,2/25/2022,2,wage employed,180,Rural,Eastern Cape,1,40 - 49 %,,30 - 39 %,1,1,1990,8,0,1,0,0,0,2,2022,32
Id_ykfrefpso6,3/18/2022,2,unemployed,91,Urban,Eastern Cape,,,,,0,1,2000,1,0,0,0,,,0,2022,22
Id_u5xqihl1tj,2/24/2022,2,wage employed,1132,Urban,Gauteng,3,,,,1,1,1977,2,1,0,0,0,0,0,2022,45
Id_hkx4j22ubq,3/18/2022,2,unemployed,125,Urban,KwaZulu-Natal,,50 - 59 %,,,0,1,2000,1,0,0,1,0,0,1,2022,22
Id_qespijnl21,3/17/2022,2,wage employed,150,Urban,Eastern Cape,1,40 - 49 %,,,0,1,2000,1,1,0,1,0,0,1,2022,22
Id_1j063dp484,8/8/2022,3,unemployed,2409,Suburb,Western Cape,,,,,0,1,1997,10,0,0,0,,,0,2022,25
Id_cizqozo6qu,2/2/2023,4,unemployed,798,Urban,Gauteng,2,,,,0,1,1995,4,0,0,0,0,0,0,2023,28
Id_n2pyztb89v,2/14/2023,4,studying,,Urban,Eastern Cape,5,,50 - 59 %,50 - 59 %,0,1,2000,5,1,1,0,0,0,1,2023,23
Id_hf8ee0ipc3,2/25/2022,2,wage employed,0,Urban,Western Cape,3,,,,1,1,2001,5,0,0,0,0,0,0,2022,21
Id_d55t14ul5m,2/14/2023,4,studying,,Urban,Free State,1,60 - 69 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_y3x64itohb,8/12/2022,3,other,,Urban,Eastern Cape,1,,,,1,1,2002,10,0,0,0,0,0,1,2022,20
Id_g9dgmvzkzz,2/20/2023,4,unemployed,36,Urban,Limpopo,,60 - 69 %,,,0,1,2003,7,0,0,1,0,0,1,2023,20
Id_y28mkg22kf,3/15/2022,2,unemployed,64,Urban,KwaZulu-Natal,,,,,1,1,2000,1,0,0,0,0,0,0,2022,22
Id_mjj79d8yag,8/8/2022,3,self employed,,Urban,Gauteng,3,,,,0,1,1994,2,0,0,0,0,0,1,2022,28
Id_1vzmyeieqc,3/1/2022,2,unemployed,1553,Urban,Gauteng,3,50 - 59 %,,50 - 59 %,0,1,1998,12,0,1,0,0,0,1,2022,24
Id_a5smu7esl6,3/22/2023,4,unemployed,429,Urban,Limpopo,,60 - 69 %,,,1,1,1998,5,0,1,0,0,0,1,2023,25
Id_o3l5d77j8k,3/2/2023,4,studying,,Urban,Limpopo,,,,,0,1,1999,3,0,0,0,,,0,2023,24
Id_it5fhoij55,8/1/2022,3,unemployed,1162,Urban,Limpopo,,40 - 49 %,,,1,1,1995,6,0,0,1,0,0,1,2022,27
Id_hc7s35cylz,2/16/2023,4,unemployed,36,Suburb,KwaZulu-Natal,2,60 - 69 %,,,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_zj8p2hc5r8,3/2/2023,4,unemployed,64,Urban,KwaZulu-Natal,3,70 - 79 %,,30 - 39 %,0,1,1999,10,0,1,0,0,0,1,2023,24
Id_8qfi55vl3t,2/17/2023,4,unemployed,1096,Rural,Eastern Cape,3,50 - 59 %,,,0,1,2000,1,0,0,1,0,0,1,2023,23
Id_lwxqkwwrrv,8/12/2022,3,other,,Suburb,Limpopo,,50 - 59 %,,,1,1,1993,12,1,0,1,0,0,1,2022,29
Id_vpjpqpa93e,2/6/2023,4,unemployed,767,Urban,Free State,,30 - 39 %,,,1,1,2001,2,0,0,1,0,0,1,2023,22
Id_exae3cyj11,2/23/2022,2,unemployed,427,Urban,Free State,,,40 - 49 %,,1,1,1999,9,1,1,0,0,0,3,2022,23
Id_ftvt1lgrho,3/20/2023,4,unemployed,429,Urban,KwaZulu-Natal,,,,,1,1,2002,3,0,0,0,,,0,2023,21
Id_si7nlmldio,9/3/2022,3,unemployed,1650,Urban,Gauteng,5,,,,0,1,1988,10,0,0,0,0,0,0,2022,34
Id_prl041ujmk,8/15/2022,3,self employed,,Urban,Gauteng,3,,,,1,1,1990,7,0,0,0,0,0,0,2022,32
Id_4025roxgyg,3/2/2023,4,wage employed,699,Suburb,Limpopo,2,40 - 49 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_dcpfsjpwlt,2/28/2022,2,unemployed,1492,Urban,Gauteng,4,,,,0,1,1992,2,0,0,0,0,0,0,2022,30
Id_9hjil7wue4,2/25/2022,2,wage employed,507,Suburb,Limpopo,3,70 - 79 %,,40 - 49 %,1,1,1996,12,1,1,0,0,0,3,2022,26
Id_ocb8dlb876,2/24/2022,2,unemployed,238,Urban,Northern Cape,1,50 - 59 %,,,1,1,1991,12,1,1,0,0,0,1,2022,31
Id_zbcmwiotfx,3/7/2023,4,self employed,,Rural,Mpumalanga,,,,,1,1,1994,8,1,0,0,,,0,2023,29
Id_i2df8uouxb,8/11/2022,3,studying,,Suburb,Gauteng,,,,,1,1,2000,9,0,0,0,,,0,2022,22
Id_d71emljywp,2/8/2023,4,wage employed,0,Urban,Gauteng,2,70 - 79 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_q7hxtka8om,8/13/2021,1,studying,,Rural,Limpopo,2,40 - 49 %,,,0,1,1992,1,0,0,1,0,0,1,2021,29
Id_rivx5zusrn,8/3/2022,3,wage employed,912,Urban,KwaZulu-Natal,3,40 - 49 %,,,1,1,1991,10,0,0,1,0,0,1,2022,31
Id_ntynyxmift,3/13/2023,4,unemployed,64,Urban,Limpopo,,,,,1,1,2002,2,0,0,0,,,0,2023,21
Id_xvl372cj3g,2/7/2023,4,unemployed,1132,Rural,North West,,,,,0,1,1997,12,0,0,0,0,0,0,2023,26
Id_aljwugpr8b,3/2/2022,2,studying,,Suburb,KwaZulu-Natal,,,60 - 69 %,40 - 49 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_1iw8952zoq,2/23/2023,4,self employed,,Urban,Eastern Cape,,,,,0,1,2000,6,1,0,0,,,0,2023,23
Id_obu7cz169t,3/23/2023,4,self employed,95,Rural,KwaZulu-Natal,,,,,1,1,2000,1,1,0,0,,,0,2023,23
Id_lovpfqabpk,2/8/2023,4,unemployed,36,Rural,Limpopo,3,60 - 69 %,,40 - 49 %,1,1,2003,12,0,1,0,0,0,1,2023,20
Id_1d85ftysfv,8/18/2021,1,studying,,Urban,KwaZulu-Natal,3,60 - 69 %,,,0,1,1997,6,0,0,1,0,1,3,2021,24
Id_a0zy3xjxai,3/7/2022,2,studying,,Rural,Eastern Cape,1,50 - 59 %,,,0,1,2000,1,0,0,0,0,0,1,2022,22
Id_sozuqfny0k,8/12/2022,3,unemployed,158,Urban,KwaZulu-Natal,,40 - 49 %,,0 - 29 %,1,1,1996,9,0,1,0,0,0,1,2022,26
Id_dgskhpu129,3/10/2022,2,wage employed,,Urban,Limpopo,,,,,1,1,1984,11,1,0,0,,,0,2022,38
Id_8g3hdxujsm,7/28/2022,3,wage employed,,Urban,Gauteng,,,,,0,1,1999,3,0,0,0,,,0,2022,23
Id_kyfplwcstx,8/17/2021,1,studying,,Rural,Limpopo,0,,,,1,1,1995,7,0,0,0,0,0,0,2021,26
Id_1cie4m5y40,2/7/2023,4,studying,,Urban,Gauteng,5,,60 - 69 %,,1,1,2002,1,0,1,0,0,0,1,2023,21
Id_2lzc0mtx9y,2/24/2022,2,wage employed,105,Urban,Western Cape,3,60 - 69 %,,30 - 39 %,1,1,1997,8,0,0,0,0,0,1,2022,25
Id_v51fwmk7y0,2/16/2023,4,wage employed,365,Suburb,Eastern Cape,2,40 - 49 %,,,0,1,1995,4,1,1,0,0,0,2,2023,28
Id_ixqbl0lhai,8/3/2022,3,studying,,Rural,KwaZulu-Natal,,60 - 69 %,,,0,1,2003,4,0,0,1,0,0,1,2022,19
Id_sic8cooj1j,8/2/2022,3,self employed,644,Urban,Western Cape,,,,,0,1,2001,2,1,0,0,,,0,2022,21
Id_88cf29sxfv,2/21/2023,4,unemployed,767,Suburb,KwaZulu-Natal,,60 - 69 %,,,0,1,2001,4,0,0,1,0,1,1,2023,22
Id_cpyur97mbo,3/23/2023,4,studying,,Urban,KwaZulu-Natal,1,40 - 49 %,,,1,1,1999,12,0,0,1,0,0,1,2023,24
Id_aa9nutsr66,3/13/2023,4,unemployed,396,Rural,KwaZulu-Natal,3,70 - 79 %,,,1,1,2003,9,1,0,0,0,0,1,2023,20
Id_4cq43d68l6,8/5/2022,3,unemployed,1344,Suburb,Limpopo,,,,,1,1,1996,5,0,0,0,,,0,2022,26
Id_660hxwmv2f,8/3/2022,3,self employed,,Urban,KwaZulu-Natal,,60 - 69 %,,,0,1,2003,4,0,0,1,0,0,1,2022,19
Id_mb6xnld0to,3/1/2023,4,unemployed,125,Rural,North West,,,,,0,1,1988,11,0,0,0,,,0,2023,35
Id_feuuc1vqbv,2/7/2023,4,unemployed,97,Suburb,North West,,50 - 59 %,,,0,1,2001,1,0,0,1,0,0,1,2023,22
Id_y2hul6jag6,3/2/2023,4,studying,,Rural,KwaZulu-Natal,3,,,,0,1,2002,1,0,0,0,0,0,0,2023,21
Id_1yjv7fg4i4,2/25/2022,2,studying,,Urban,Western Cape,,50 - 59 %,,,1,1,1999,11,0,0,1,0,0,1,2022,23
Id_blzp6v1d30,3/1/2023,4,wage employed,2677,Urban,Gauteng,1,,,,0,1,1989,9,0,0,0,0,0,0,2023,34
Id_6nn4nj80ks,3/14/2022,2,unemployed,827,Urban,Limpopo,3,40 - 49 %,,,1,1,2000,1,0,0,0,0,0,1,2022,22
Id_g2cbwb2rqj,8/19/2021,1,wage employed,0,Urban,KwaZulu-Natal,4,,,,0,1,1998,5,1,0,0,0,0,1,2021,23
Id_q2hkf2e9ho,3/1/2022,2,self employed,265,Urban,Eastern Cape,3,,,,0,1,1999,8,1,0,0,0,0,0,2022,23
Id_udyqljdoio,2/9/2023,4,unemployed,189,Urban,KwaZulu-Natal,,,,,0,1,1996,4,0,0,0,,,0,2023,27
Id_rh7mu3gpuv,2/6/2023,4,studying,,Urban,Gauteng,3,50 - 59 %,,,0,1,2002,9,1,0,1,0,0,1,2023,21
Id_fe7z05avq5,2/24/2022,2,studying,,Urban,Limpopo,,60 - 69 %,,,1,1,1997,1,1,1,0,0,0,3,2022,25
Id_8286we2olu,2/2/2023,4,unemployed,243,Urban,Gauteng,5,,50 - 59 %,,0,1,2000,10,1,1,0,0,0,1,2023,23
Id_3yaoi187oa,2/2/2023,4,unemployed,767,Urban,Free State,3,30 - 39 %,,,0,1,2000,9,0,0,1,0,0,1,2023,23
Id_pbpx27757v,2/15/2023,4,unemployed,767,Urban,North West,,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_lgvjsmjn42,2/17/2023,4,wage employed,61,Urban,Eastern Cape,0,,40 - 49 %,,0,1,1999,11,0,0,1,0,0,2,2023,24
Id_huvdj66i93,3/15/2022,2,unemployed,64,Urban,North West,3,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_tosjozxgwo,2/6/2023,4,unemployed,767,Urban,North West,,,,,0,1,1995,2,0,0,0,0,0,0,2023,28
Id_9sbuv8xv4d,3/9/2022,2,unemployed,95,Urban,Gauteng,,,,,1,1,2001,1,0,0,0,,,0,2022,21
Id_8419iskko5,3/8/2022,2,unemployed,348,Urban,Western Cape,1,,,,1,1,1994,7,0,0,0,0,0,0,2022,28
Id_du61vcqemu,8/15/2022,3,wage employed,28,Rural,North West,3,60 - 69 %,,,1,1,1998,1,0,0,0,0,0,3,2022,24
Id_bmiscfe9j3,8/23/2021,1,studying,,Rural,North West,3,,,,0,1,2002,6,0,0,0,0,0,0,2021,19
Id_qbyo67n842,7/28/2022,3,studying,,Urban,Gauteng,5,,40 - 49 %,0 - 29 %,0,1,2003,6,0,1,0,0,0,1,2022,19
Id_l5h6bnnh5o,8/10/2022,3,studying,,Urban,KwaZulu-Natal,1,,,,1,1,1988,5,0,0,0,0,0,0,2022,34
Id_zo25l1eg1o,2/28/2023,4,wage employed,212,Urban,Gauteng,,,,,0,1,2000,1,0,0,0,,,0,2023,23
Id_3sheev3kin,2/25/2022,2,unemployed,426,Suburb,Free State,3,50 - 59 %,,,1,1,1998,12,0,0,1,0,0,1,2022,24
Id_bb7mdezhhp,2/15/2023,4,self employed,,Urban,North West,3,,,,1,1,1987,7,0,0,0,0,0,0,2023,36
Id_kqt3aw3hd5,2/6/2023,4,self employed,,Urban,Gauteng,,,,,0,1,1994,1,1,0,0,,,0,2023,29
Id_xummmvqb2y,7/29/2022,3,studying,,Urban,Gauteng,,,,,1,1,2002,2,0,0,0,,,0,2022,20
Id_x1urukcc01,8/3/2022,3,studying,,Urban,KwaZulu-Natal,,,,,0,1,1998,10,0,0,0,,,0,2022,24
Id_wbmmi3mdy8,2/28/2023,4,unemployed,401,Rural,KwaZulu-Natal,,,,,0,1,1996,3,0,0,0,,,0,2023,27
Id_vibiecpua5,3/7/2022,2,unemployed,133,Suburb,KwaZulu-Natal,,,80 - 100 %,,0,1,2000,1,1,0,1,0,0,1,2022,22
Id_yvl7mq2zd4,3/1/2022,2,unemployed,33,Urban,Gauteng,2,,,,0,1,2001,5,0,0,0,0,0,0,2022,21
Id_5pt4gd03ml,2/25/2022,2,unemployed,32,Rural,KwaZulu-Natal,,,,,0,1,2002,6,0,0,0,,,0,2022,20
Id_66nim5n5fw,2/23/2022,2,studying,,Urban,Eastern Cape,,,40 - 49 %,,1,1,1998,5,0,1,0,0,0,1,2022,24
Id_grpwx9fsol,8/16/2021,1,wage employed,0,Urban,Western Cape,4,,,,0,1,1990,1,1,0,0,0,0,0,2021,31
Id_xp7ud1k3wj,2/21/2022,2,unemployed,514,Urban,Gauteng,3,40 - 49 %,,,0,1,1995,10,0,0,1,0,0,1,2022,27
Id_8hp5x4f7mq,3/4/2022,2,wage employed,79,Urban,Eastern Cape,2,,,,1,1,2000,1,0,0,0,0,0,0,2022,22
Id_v6c9gpoxts,8/23/2021,1,wage employed,0,Urban,Gauteng,5,,,,1,1,1995,1,0,0,0,0,0,1,2021,26
Id_gttf1t8vu7,8/13/2021,1,studying,,Rural,KwaZulu-Natal,2,,,,0,1,1994,6,0,0,0,0,0,1,2021,27
Id_woi5d1z0yk,8/1/2022,3,self employed,248,Urban,Free State,5,50 - 59 %,,30 - 39 %,1,1,1990,12,1,1,0,0,0,1,2022,32
Id_i3tt5m8hlz,3/1/2023,4,unemployed,1525,Urban,Gauteng,3,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,2,2023,23
Id_lnt7ng11u2,3/14/2022,2,unemployed,975,Suburb,Gauteng,3,30 - 39 %,,,0,1,1988,10,1,0,1,0,0,1,2022,34
Id_0q4sjm2zqa,7/29/2022,3,studying,,Urban,Gauteng,,,,,1,1,2003,9,0,0,0,,,0,2022,19
Id_th76od8hai,3/16/2022,2,studying,,Urban,Western Cape,,50 - 59 %,,,0,1,2000,1,1,0,1,0,0,1,2022,22
Id_lndsp2i0on,3/7/2022,2,unemployed,469,Urban,Limpopo,2,60 - 69 %,,,0,1,2000,1,0,0,1,0,0,1,2022,22
Id_6crmpry9bq,3/16/2022,2,unemployed,430,Rural,KwaZulu-Natal,,60 - 69 %,,40 - 49 %,1,1,2000,1,0,0,0,0,0,1,2022,22
Id_hjt7rvds9w,2/2/2023,4,unemployed,707,Urban,Gauteng,3,,,,0,1,1998,12,0,0,0,0,0,0,2023,25
Id_p6gvw6526v,2/24/2022,2,unemployed,59,Urban,North West,,,,,1,1,2001,4,0,0,0,,,0,2022,21
Id_ek34vrgawq,8/8/2022,3,unemployed,644,Urban,Gauteng,5,,,,1,1,2001,6,0,0,0,0,0,1,2022,21
Id_e8tnifnwxv,3/9/2023,4,employment programme,245,Suburb,North West,4,60 - 69 %,,0 - 29 %,1,1,2002,6,0,1,0,0,0,1,2023,21
Id_d7gugj6ksm,3/8/2022,2,unemployed,2285,Urban,Eastern Cape,1,,,,1,1,1987,3,0,0,0,0,0,1,2022,35
Id_tyz6dl59y8,3/6/2023,4,unemployed,699,Urban,KwaZulu-Natal,2,50 - 59 %,,,1,1,2000,1,0,0,0,0,0,1,2023,23
Id_p8ekcn7ipe,2/7/2023,4,wage employed,183,Urban,KwaZulu-Natal,,60 - 69 %,,,0,1,1990,12,0,0,0,0,0,2,2023,33
Id_c9ul827604,7/28/2022,3,unemployed,186,Rural,Limpopo,,50 - 59 %,,,1,1,2003,2,0,0,1,0,0,1,2022,19
Id_zcra3u3end,2/28/2023,4,other,,Rural,Mpumalanga,,,,,0,1,1990,8,0,0,0,0,0,0,2023,33
Id_o6gn21l3g0,8/3/2022,3,studying,,Suburb,KwaZulu-Natal,,,,,1,1,1997,6,0,0,0,,,0,2022,25
Id_391hp7h669,3/7/2023,4,unemployed,460,Urban,KwaZulu-Natal,,50 - 59 %,,,1,1,2000,10,0,0,1,0,0,1,2023,23
Id_z7klav807i,7/29/2022,3,studying,,Urban,Gauteng,,,,,0,1,2004,1,0,0,0,,,0,2022,18
Id_y4tz01h3ef,8/15/2022,3,wage employed,,Urban,Gauteng,4,,,,0,1,1986,6,0,0,0,0,0,1,2022,36
Id_yeb9qn4ax7,2/23/2022,2,unemployed,624,Urban,Gauteng,2,40 - 49 %,,,1,1,1993,5,0,0,1,0,0,1,2022,29
Id_j2scexrpa9,2/22/2023,4,unemployed,36,Urban,Limpopo,,,,,0,1,2000,11,0,0,0,,,0,2023,23
Id_3qf9t4gy4v,8/2/2022,3,unemployed,248,Urban,Eastern Cape,,,,,1,1,2002,2,0,0,0,,,0,2022,20
Id_gpg48vbhwc,2/28/2023,4,unemployed,365,Urban,Eastern Cape,3,50 - 59 %,,30 - 39 %,0,1,2004,2,0,1,0,0,0,1,2023,19
Id_7uonyngc8x,3/22/2023,4,studying,,Suburb,KwaZulu-Natal,5,,50 - 59 %,,1,1,2004,10,1,1,0,0,0,1,2023,19
Id_hgqjq7yyna,3/7/2022,2,self employed,2957,Urban,KwaZulu-Natal,,,,,0,1,2000,1,1,0,0,,,0,2022,22
Id_p8euja04ss,2/22/2023,4,studying,,Urban,KwaZulu-Natal,4,,,,0,1,1996,9,0,0,0,0,0,0,2023,27
Id_194rlrpe67,3/1/2023,4,unemployed,5,Rural,Limpopo,,,,,1,1,2000,1,0,0,0,,,0,2023,23
Id_j47wmcnsge,3/2/2023,4,unemployed,795,Urban,Gauteng,2,40 - 49 %,,30 - 39 %,0,1,1995,1,0,0,1,0,0,1,2023,28
Id_guqls7h50u,3/16/2023,4,studying,,Urban,Gauteng,3,50 - 59 %,,30 - 39 %,1,1,1998,1,0,0,0,0,0,1,2023,25
Id_5ujuhosfpk,3/13/2023,4,unemployed,795,Urban,Free State,,40 - 49 %,,,1,1,2001,5,0,0,1,0,0,1,2023,22
Id_np8jbx3y93,8/5/2022,3,unemployed,278,Suburb,Free State,,70 - 79 %,,,1,1,1995,10,0,0,1,0,0,1,2022,27
Id_exlf6mz4wm,2/13/2023,4,studying,,Rural,Mpumalanga,3,50 - 59 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_mipu4k67ws,8/1/2022,3,unemployed,217,Rural,Mpumalanga,3,40 - 49 %,,,0,1,2000,1,0,0,1,0,0,1,2022,22
Id_6dg26blf3d,8/8/2022,3,studying,,Urban,Gauteng,0,,80 - 100 %,80 - 100 %,0,1,1999,4,0,1,0,1,0,3,2022,23
Id_2sg9cd3zne,2/21/2022,2,unemployed,2,Rural,KwaZulu-Natal,5,,,,1,1,1994,7,1,0,0,0,0,1,2022,28
Id_klm11cq424,2/16/2023,4,unemployed,36,Urban,KwaZulu-Natal,,60 - 69 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_o0ztrjh7x8,2/2/2023,4,self employed,,Urban,Gauteng,4,50 - 59 %,,,1,1,1992,6,0,0,1,0,0,1,2023,31
Id_4ixjaaofyj,3/8/2023,4,unemployed,795,Urban,Free State,,40 - 49 %,,,1,1,1999,1,0,0,1,0,0,1,2023,24
