Person_id,Probability_Unemployed
Id_nvy147nfjn,0.03
Id_x1ccogjvtc,0.13
Id_rhbnevsoz3,0.06
Id_3fe5krspxj,0.02
Id_bg9a83gth1,0.55
Id_yxutgx92b5,0.02
Id_ygwkbx0h9k,0.16
Id_obhulah9ha,0.85
Id_okf2ci4fo1,0.13
Id_zdlsnt4h02,0.9
Id_kvhzlz8g7s,0.22
Id_8uqliv7ul5,0.37
Id_6gw2bexi49,0.04
Id_ob6y37lgvv,0.35
Id_9gsyx5qges,0.98
Id_h6snjadlli,0.07
Id_w74rvn41a6,0.02
Id_1t6ccd6ncr,0.64
Id_jt1c6nd68s,0.12
Id_gs59aafdd0,0.45
Id_md4a9zhqt7,0.04
Id_ymdnn2ircf,0.6
Id_z6w0itjfst,0.13
Id_81lgpeebjb,0.02
Id_os70bn976o,0.01
Id_z2j70cgp9i,0.09
Id_owfiulno6l,0.18
Id_muq49pklu6,0.25
Id_thzjt8s2zt,0.16
Id_fkh5agb6ka,0.0
Id_nmc9gn4h7q,0.05
Id_bsjgmxtrq3,0.65
Id_xlvrifhos1,0.31
Id_oylf8z8lql,0.9
Id_iudasw2mjh,0.31
Id_fnb751rdy9,0.22
Id_4zt9bbgx7g,0.23
Id_qxv0ur9qtg,0.01
Id_4dfr3ctpct,0.02
Id_t5ecvsj3rb,0.0
Id_ui0m1ik16e,0.4
Id_jvjvnagb6x,0.35
Id_yzjwovxe24,0.03
Id_ag7so049kj,0.0
Id_6nhyxovsr1,0.44
Id_hwmqdnfvzv,0.28
Id_oigd98di7f,0.17
Id_i26qivwxar,0.33
Id_ccvuq6mpa7,0.21
Id_9arq273apz,0.38
Id_mk6p1hvz7b,0.04
Id_8w7k1hud05,0.07
Id_ffw3756mbt,0.35
Id_c0hy4744wu,0.41
Id_ebmqkqkdzd,0.04
Id_ldqxasu339,0.59
Id_2iz7bo9965,0.01
Id_0ifg401y1o,0.46
Id_7lprznb4yc,0.15
Id_mqw8hwmcdc,0.04
Id_1g0kjqzmui,0.06
Id_xcmc3idtyu,0.03
Id_je71cguamw,0.06
Id_2npfmhrtap,0.27
Id_xyoaatchue,0.43
Id_tn7jeqct3s,0.0
Id_js2ayy2hzo,0.06
Id_efvg8a0772,0.03
Id_8194qgfmez,0.91
Id_jhl3hwdzu0,0.0
Id_t836h4bde6,0.35
Id_kz0krs19pb,0.95
Id_j3zdpnicp8,0.13
Id_a3ofu1bw68,0.17
Id_4aq31fhaoh,0.01
Id_tjsyb825w4,0.74
Id_xp44u5vp14,0.43
Id_1hnvj1ghyi,0.19
Id_zv05tanaco,0.03
Id_hhjctb3xtz,0.23
Id_afq5i0nhn8,0.5
Id_bvmu40uep2,0.04
Id_fkzi4qiyxc,0.14
Id_lbie4s82l5,0.11
Id_mrro9nbc03,0.08
Id_nmk5kyq7wl,0.19
Id_i9tmva0z2l,0.0
Id_orpv55ykf8,0.35
Id_hn9ospgxvy,0.1
Id_x141bd2yqa,0.41
Id_3gywujyoz6,0.5
Id_rhha0orwv4,0.08
Id_1y4f16a0wj,0.63
Id_91ya3bxlq7,0.82
Id_ujte9yy8jh,0.12
Id_klbm2fy33e,0.34
Id_kw09alnhcm,0.01
Id_w69cqpzjre,0.01
Id_rn62pa64jj,0.03
Id_tv3lwksb9u,0.94
Id_jdd7advr1f,0.75
Id_q12nit655n,0.17
Id_ucisamngtc,0.06
Id_1505rly94t,0.44
Id_p2ticfi5a3,0.35
Id_971cpcmgeb,0.04
Id_74t7i54h9m,0.17
Id_qm923l3qe6,0.15
Id_16m4z0fgq8,0.32
Id_6yarhlagfn,0.19
Id_8h4p8dbgyi,0.46
Id_uk94lpv29x,0.0
Id_vz7999biz2,0.09
Id_yvn5zf90x4,0.03
Id_xicvyk1uas,0.04
Id_4qbp4ysj8x,0.05
Id_2r1cltyfeo,0.92
Id_k01w1mdnt7,0.02
Id_auesh05ei0,0.88
Id_wl1isf64b7,0.04
Id_4lqrgdf91s,0.04
Id_3wjzcvmc9y,0.05
Id_tmt2gy3g3a,0.29
Id_d9srrchlik,0.07
Id_dw48nc88fe,0.59
Id_4ibtm42nul,0.13
Id_gjezrnk3bf,0.11
Id_wk1h55trk7,0.02
Id_kte05ykcd1,0.03
Id_c99mz7evmy,0.28
Id_nb6csy9eki,0.32
Id_0rvjxas6jf,0.44
Id_5jxjqfj26a,0.05
Id_crtloo1w35,0.01
Id_cbd0h8ifsy,0.19
Id_p0l9dmk4dp,0.03
Id_84ygo6lec6,0.29
Id_wos2e4tv1a,0.04
Id_rl83cw9w8a,0.08
Id_i56lzsll94,0.17
Id_cmtt8abun9,0.09
Id_0x08vgtub1,0.45
Id_fvkv8zme4x,0.94
Id_7i4yte00nj,0.01
Id_t47p0i4x6c,0.13
Id_mcol5zvtze,0.5
Id_173j22jmkk,0.17
Id_5kkth75etx,0.34
Id_kjpsm587ss,0.01
Id_vpfhmrlem6,0.83
Id_tw1osu2x94,0.46
Id_6ch9th6hq0,0.03
Id_sq0verlasw,0.07
Id_g5m0xg322a,0.85
Id_zz2875e1fm,0.38
Id_vnnfiy2aht,0.04
Id_qfyeqy9vzm,0.15
Id_rr918lj12j,0.53
Id_ia7z68dty0,0.69
Id_jxppk4jjg7,0.6
Id_jhfstt7ll5,0.08
Id_atlb431zq7,0.0
Id_thcor98e6o,0.01
Id_5xqki5wqtc,0.38
Id_akn4wszxzd,0.19
Id_9crrww2qdk,0.23
Id_67ts0qbgi0,0.3
Id_e7eoxhj2i6,0.02
Id_hs81rfrq1n,0.34
Id_usdpbgwq6n,0.16
Id_gegsapzh2h,0.55
Id_3gzmgvulyu,0.01
Id_rl9z8psy0t,0.29
Id_dnefobcffn,0.03
Id_hnu2xw0s6s,0.19
Id_suue0uw4qn,0.05
Id_s0mj2lyn1l,0.16
Id_7y6wy18cee,0.13
Id_ferjyn7mge,0.05
Id_8bkla4u9iz,0.19
Id_k5flsgpru1,0.2
Id_7gk6z27f32,0.84
Id_gy18i9cipz,0.43
Id_l4ubh2qra3,0.28
Id_7esl23e409,0.03
Id_4hzte42dvs,0.28
Id_f9psbflsco,0.1
Id_m9qfkbw0ef,0.27
Id_kagb3nqrcb,0.02
Id_ftcvpsvgmj,0.6
Id_phyhn7i4k6,0.59
Id_7kpq9lmwgr,0.01
Id_azp7vpcr7n,0.16
Id_zjrrpm641f,0.0
Id_8e958tixe3,0.14
Id_5t1o3tgbns,0.31
Id_7zhdpmcgsd,0.47
Id_z8iivnnv2f,0.42
Id_kmvu7fejg8,0.16
Id_jhfec7xx1s,0.02
Id_ph61x0hhof,0.29
Id_e3qm8616gy,0.05
Id_odo2r6knbb,0.24
Id_lzyejcgbdu,0.33
Id_g6rfqo2mnp,0.32
Id_htpbw46ydm,0.04
Id_li0knhgn0r,0.23
Id_qowsnzi1lj,0.38
Id_b30jj6icvm,0.22
Id_ukmckmm4kr,0.92
Id_97g0isyvcz,0.17
Id_1lphdsb8y5,0.0
Id_mpevcgfuar,0.1
Id_fao04nx9xj,0.1
Id_0iecgau296,0.33
Id_mm005ihcs8,0.53
Id_k4yuju0s6s,0.37
Id_jz5cxaf93y,0.2
Id_952h3wofcz,0.16
Id_o3pslgabgk,0.89
Id_fhx96ano24,0.18
Id_fqv29c3md9,0.98
Id_hl4deit34s,0.33
Id_3vos08esnm,0.2
Id_seeo63de2y,0.05
Id_3ydv83vfu3,0.44
Id_2fz4gbwy5l,0.43
Id_km7dfoq0g5,0.15
Id_q1atvtl4jy,0.4
Id_1i7psxexrd,0.1
Id_sqll106065,0.96
Id_ao409p515s,0.48
Id_lal1esrii0,0.17
Id_z6fpelof4l,0.32
Id_vy1mvoy6z1,0.4
Id_zwvgj2uqhz,0.42
Id_cx37qxjrsm,0.16
Id_rd7x3vhqmv,0.01
Id_yj0vh31gmp,0.97
Id_dqueowe5rv,0.06
Id_gheaiij07i,0.32
Id_oa191uje2s,0.04
Id_nt9zkerroj,0.42
Id_vwyg1sr1wa,0.42
Id_rrs9akle6n,0.1
Id_kwmgy1n3dx,0.08
Id_tqfexx8hux,0.49
Id_f7zw77oajf,0.46
Id_gjjno416nz,0.59
Id_6vl40u6tk0,0.18
Id_9lgtklpidl,0.27
Id_yqa4xagoqh,0.12
Id_21fm0m8tm8,0.09
Id_5yy37inwlc,0.04
Id_lb58qqcju8,0.21
Id_pay54az9ss,0.28
Id_jhj1akzu66,0.15
Id_bx0m1tgaf1,0.17
Id_zzzn1zaccn,0.1
Id_rqakftwyb9,0.38
Id_boer1o4t6d,0.14
Id_drjo0dcpcs,0.15
Id_8ouuwcm8zp,0.01
Id_gxs509ol08,0.02
Id_r9uelehcgq,0.66
Id_ppyp9qadwb,0.63
Id_8x7483isei,0.92
Id_zjtwro0vyl,0.3
Id_u5x6i7suvf,0.84
Id_bfmk76ms5p,0.79
Id_9vfe5bmm7x,0.1
Id_lon1xszwy3,0.11
Id_zb1sytdll0,0.24
Id_4jeizzpbbr,0.77
Id_2qbx10ud6n,0.14
Id_utihwoq4jt,0.36
Id_2vn93u58um,0.96
Id_89mvj40rlh,0.45
Id_eoe3h61d9i,0.47
Id_nycfnrisry,0.91
Id_mwtaa2j1rb,0.01
Id_msh8zmog3h,0.04
Id_69uuducrk8,0.04
Id_g22lwaq8t8,0.22
Id_8rcl6i27v7,0.67
Id_vueyosaagn,0.16
Id_ud8ecs9t7n,0.26
Id_id5i266op8,0.11
Id_xc80te5fs9,0.05
Id_uxrv7ws4iz,0.38
Id_jbta68qcny,0.05
Id_vnsydst1f9,0.12
Id_yhb1qjfkin,0.05
Id_jvw66fieox,0.55
Id_beinopg1qp,0.05
Id_wghq2z68yo,0.44
Id_jh55u9qsx2,0.87
Id_gqwoxqo6st,0.53
Id_k7xvimf5se,0.37
Id_rhbccj437c,0.18
Id_vjnmppkukn,0.33
Id_1cqbgnogzw,0.58
Id_k8jld4qayo,0.04
Id_kx97eub03k,0.24
Id_lp3dasj3n6,0.09
Id_9hee3aicif,0.38
Id_mxii929bm7,0.01
Id_t5xdyei4s9,0.19
Id_6osx4dn6mr,0.26
Id_1pzwroputd,0.89
Id_tjpzsg7lvr,0.47
Id_juag6sezip,0.22
Id_be1zngpqlc,0.11
Id_yo69fmf0ar,0.04
Id_6al6qoszlh,0.16
Id_7h44o827gp,0.17
Id_l9skxjyq7u,0.01
Id_7z1nf0gz85,0.44
Id_y3fb6gl6h8,0.04
Id_ujbtsc5xsy,0.09
Id_cix5bvil77,0.11
Id_c42x5mfp0k,0.06
Id_z8z1ips4mg,0.98
Id_3cofhphc87,0.33
Id_6vgvsfj56c,0.13
Id_hkvtkwup5x,0.04
Id_me97ism4jf,0.25
Id_rayrfk924x,0.21
Id_jzkxue4hka,0.01
Id_t74oh7os9g,0.11
Id_ms624ngn7u,0.03
Id_j8z4mr2hqx,0.48
Id_th9a99gxb2,0.05
Id_mnwb6mrsdg,0.05
Id_75mdb21w4c,0.03
Id_fylyfunrq2,0.57
Id_3j5etrhsdp,0.27
Id_aehfozq1ot,0.47
Id_qwwa02gxym,0.03
Id_ghjud20e44,0.92
Id_o1dtpjsdst,0.15
Id_ha93u2lawk,0.23
Id_bxto2ux7bo,0.31
Id_hpo10e9mjt,0.3
Id_kj4hz0mxtk,0.2
Id_bk7dyajexv,0.26
Id_ubw2nlrcfx,0.45
Id_fcwydgz379,0.85
Id_kfpdh564un,0.25
Id_ii2abc8ip3,0.23
Id_x7e8l77kl9,0.27
Id_47pzc9m73a,0.43
Id_2fhrtzrovv,0.09
Id_2mo9rlbwbf,0.07
Id_87r24bh207,0.76
Id_ajykjh38hg,0.4
Id_q5l6x34nx5,0.2
Id_6ss03rco6n,0.49
Id_qzw3lad2xg,0.08
Id_oqfadfeopk,0.44
Id_y2h2ue57gk,0.03
Id_rz2mejh56l,0.41
Id_b1qnoxjxwf,0.02
Id_z9k1duzd0e,0.05
Id_6xg5hx3ueu,0.03
Id_zfh6u1agi7,0.17
Id_05howvlusw,0.11
Id_0giut9vf6h,0.14
Id_25s096bwf1,0.01
Id_0g7x556l47,0.24
Id_g7gydlfwiw,0.09
Id_fx8jznto6v,0.3
Id_r7eu8k84pq,0.28
Id_7w1lc6wvrg,0.11
Id_ufeq89vad9,0.0
Id_uefz4h1v3w,0.79
Id_qaetv3im76,0.48
Id_o4uce02b1z,0.43
Id_3p1d2h0y3t,0.16
Id_tfn6m35uwr,0.05
Id_iv0fx0z9ni,0.01
Id_ttggjnqvk6,0.37
Id_rmu321wqjy,0.02
Id_0b5sdz4cya,0.0
Id_zapjqsjgt0,0.12
Id_v7dwbs5ub8,0.06
Id_qjpwwsflr5,0.16
Id_bo1j7c32d0,0.04
Id_nbsh40v92x,0.27
Id_31ptkxnp7r,0.11
Id_je2p3yzyju,0.07
Id_q8abs9uhih,0.6
Id_ruv8qy6pvy,0.08
Id_fvii1gbvrq,0.49
Id_zbgsfomz43,0.02
Id_7ty6gq1l0v,0.02
Id_whentbnqww,0.83
Id_tjko6hklyw,0.13
Id_f4qlxs02rs,0.01
Id_xjh69l18x7,0.02
Id_chr3enrsl7,0.19
Id_evneuv6pm2,0.19
Id_pw5vz8lxet,0.33
Id_34tq11d468,0.13
Id_f50qbtt4da,0.91
Id_os6zxzawnv,0.0
Id_dwg90aciut,0.2
Id_ryxc05zj6t,0.72
Id_xtdhu31fwm,0.37
Id_zbpxeayckj,0.05
Id_ku2s2xvvd1,0.05
Id_x5fqy2wy7r,0.07
Id_uunghw7hlb,0.18
Id_6om05mg6jz,0.38
Id_ysycv5lk55,0.04
Id_lhi2qxp5xk,0.8
Id_sli7td0qm6,0.21
Id_i1p2nvoslv,0.01
Id_o3l51k9yqy,0.53
Id_7dcv43jozv,0.81
Id_p6ol842wki,0.26
Id_czhfygtsrx,0.16
Id_8ybzekbhhm,0.39
Id_dalfdcrmeg,0.27
Id_tfhsaonntu,0.32
Id_jr8kis2hg0,0.11
Id_j18cj00pp0,0.83
Id_25tdmub87q,0.0
Id_k6544jw6ss,0.11
Id_co58lo3ccz,0.0
Id_n4no45t54h,0.01
Id_2nqy55s8nn,0.0
Id_nrpzrcqdtl,0.1
Id_sgylhz7t52,0.53
Id_ihwx6lins8,0.0
Id_jnb5bjooaw,0.01
Id_eag0xau0ao,0.35
Id_9o0mfcpxkb,0.02
Id_308lzanlaw,0.33
Id_9xb6scdbp0,0.03
Id_67nq464lcx,0.0
Id_n3mvxav6kf,0.02
Id_zrz32f0xq6,0.58
Id_ssm8r34t2j,0.46
Id_t6ttzmxakn,0.04
Id_5vvjjie8jx,0.09
Id_whzd1d1nhj,0.13
Id_ey0o977lr9,0.96
Id_96xv01bz0c,0.23
Id_yxczq8h8fi,0.12
Id_9vz2ek8pfs,0.29
Id_2tfze7yz84,0.03
Id_hp0825jt4r,0.02
Id_brih8luthf,0.16
Id_yp0z1c38ax,0.52
Id_gox9bakscd,0.8
Id_25zzwqan2b,0.15
Id_ag39pc8jzf,0.13
Id_mc5w78bjvb,0.77
Id_tr9l4p3m35,0.0
Id_yjcpv0quj7,0.01
Id_drkpp74ipw,0.27
Id_9lz1l9x0l0,0.02
Id_6ewupaj8b3,0.72
Id_dheglk1zvt,0.0
Id_219cdjw1ja,0.06
Id_k0mz6bstfs,0.59
Id_u5oacvri92,0.03
Id_5hlu3apod2,0.49
Id_bmnfvsgqpk,0.01
Id_u4mld91w7v,0.04
Id_j11n7q0bos,0.01
Id_vcqbswzei2,0.39
Id_z3sy3p6igk,0.05
Id_hu6ou36bvf,0.38
Id_w5f7qn60np,0.01
Id_uzpiwtm708,0.74
Id_zj2ixhuwzx,0.17
Id_d576fk1223,0.8
Id_jmo1p0tjym,0.08
Id_d8gkscox0s,0.72
Id_jetpful5e7,0.05
Id_zonbigyx4t,0.13
Id_bi1yc9vq88,0.02
Id_iqowdek0xm,0.96
Id_yh2zxbusrv,0.3
Id_qogytkxokx,0.42
Id_348g7ajkdg,0.34
Id_irw9oku9mc,0.0
Id_ck26va7hs8,0.31
Id_gknpeh1mlz,0.7
Id_nbo9qanre9,0.25
Id_jd3f7tbsr9,0.0
Id_yw3hkuk5lp,0.09
Id_wwlwidq53z,0.13
Id_fj9yzgf5vj,0.91
Id_ek7l4lccrm,0.47
Id_6z48tsx5ha,0.08
Id_2a734z3fvt,0.97
Id_kdnreggx5e,0.05
Id_cet69pepc5,0.84
Id_bfb7jbpp58,0.12
Id_3sc9hy9pnl,0.03
Id_38fax1mzo7,0.6
Id_uky540uhdn,0.04
Id_y2qo4d089r,0.38
Id_ci4szc3xet,0.31
Id_4nbjxpmod9,0.22
Id_2et53ico1b,0.79
Id_llhb3h18zz,0.4
Id_4xy2q6bvwu,0.55
Id_0t446pf9sd,0.04
Id_00zlrfqmzq,0.02
Id_em8ulxb1db,0.1
Id_kmjnc9ur5g,0.03
Id_yf3z3o0fhx,0.1
Id_r958h5noof,0.03
Id_mz0bpppbvd,0.37
Id_c3i8tw7icv,0.43
Id_2gy0omss7n,0.39
Id_9d5hmod6rj,0.61
Id_feowgdfk89,0.95
Id_05ujwz0gb8,0.23
Id_40ef8qeqph,0.25
Id_glrx63b5k0,0.08
Id_zokjqclx85,0.13
Id_edhmx1ewmt,0.3
Id_k6d1fjn3ce,0.01
Id_74ypr4x2lg,0.05
Id_tactlo06kp,0.24
Id_ud1ansdfjp,0.01
Id_7j0by4idt0,0.56
Id_e93jm3t1uk,0.44
Id_wwodvq73ya,0.07
Id_h99n6j9b8x,0.05
Id_bnhpk27n3b,0.2
Id_zjz3u87urs,0.2
Id_1s1n77nf61,0.1
Id_qqkhha9qn1,0.3
Id_dkuhwjxz2t,0.06
Id_tmra90saen,0.09
Id_gmgab1tjkx,0.1
Id_ypo3yhdl2t,0.31
Id_xeb1emh49q,0.25
Id_1xhamm9r6s,0.15
Id_oc2d5wolqe,0.0
Id_0klfdpj6s6,0.01
Id_gm26c8jgke,0.85
Id_bjtscqn2ts,0.01
Id_noa2ioa9lh,0.0
Id_1ddi36nyd0,0.96
Id_159soef5m8,0.2
Id_y37m1wd7mj,0.32
Id_pgdt1aug9e,0.51
Id_3mopp0r8cd,0.37
Id_5vwe4gvznf,0.01
Id_iilce2yj2f,0.02
Id_7nvvd1lk1d,0.27
Id_40zau02q90,0.85
Id_us5fgsfh0i,0.0
Id_p8blyf0sfe,0.21
Id_0ll80ruw2v,0.07
Id_djd0vhwc3k,0.05
Id_pngct0k2ug,0.34
Id_wmram8lobh,0.06
Id_rldh0ethui,0.11
Id_m7p2ae3q43,0.19
Id_vrxh4nfhco,0.18
Id_xmosmvk3qs,0.5
Id_u73psp5yh8,0.96
Id_fxafpxwjnu,0.04
Id_17yccaoc4i,0.49
Id_3wayyjiv93,0.54
Id_wg4tq581y8,0.52
Id_hdt5zx2u2z,0.21
Id_0txfwbwelo,0.07
Id_9kxb9z5ms3,0.33
Id_jqgdpp1tgc,0.3
Id_yy83gmm9fp,0.08
Id_fyiapxv2f4,0.64
Id_24y5rtqdbh,0.45
Id_tr7ym74i6h,0.49
Id_8wenjbmetb,0.83
Id_edep6aanku,0.35
Id_n05n95wki6,0.5
Id_w8dbhhy3mv,0.31
Id_1hbnmriv67,0.01
Id_m12odqjipy,0.31
Id_pgowiu4ay7,0.08
Id_7zef3exinx,0.14
Id_4lbrt2dp1k,0.04
Id_cpdjtrqs5i,0.05
Id_wqe4jv5vju,0.17
Id_v8nbtier8s,0.65
Id_oefp0z401y,0.0
Id_e609wfy9gv,0.01
Id_18es0bor3x,0.98
Id_k1lxtif2yr,0.01
Id_sgjb17ox0d,0.26
Id_60lvu1g5vr,0.42
Id_hszq494lsz,0.99
Id_juwqprlsl8,0.06
Id_kp4q5fjjqx,0.84
Id_0uuvwis2pz,0.31
Id_kvlrs1bppw,0.04
Id_jxda21dkyc,0.1
Id_3sa1d5bidh,0.05
Id_gxsrofsx7z,0.36
Id_1u8eimdw8h,0.22
Id_t5g49hter6,0.06
Id_qev411tc1r,0.1
Id_vzuu4za6ja,0.2
Id_vf3vexxwxh,0.23
Id_7t0ufkfaze,0.46
Id_vfb6k3w9f2,0.1
Id_k4lg5akn14,0.16
Id_kh5ajthu2j,0.06
Id_tn457mb8lx,0.0
Id_4sr4gdsvjc,0.03
Id_dg0ix5kesc,0.05
Id_7u9ksmtsat,0.68
Id_cc6m2mekge,0.13
Id_0hcqnjy4i0,0.05
Id_2r3xg5c0jz,0.57
Id_o8unto6cre,0.41
Id_lc474ixxv6,0.07
Id_71fsdk343s,0.03
Id_6rgj9sqdhp,0.15
Id_2qniod6t8w,0.33
Id_6i9k0mlwmb,0.3
Id_iz8l3colsx,0.89
Id_lgzugydgkd,0.05
Id_0y2oaob6bq,0.05
Id_y1cs8ecmau,0.14
Id_9wqxfv7g80,0.15
Id_x8929rb78h,0.04
Id_113sd16q6k,0.15
Id_wf98gwc7ci,0.22
Id_uwwhsxdi7x,0.1
Id_7x9ctsbnjt,0.03
Id_v5335amhoq,0.2
Id_13ya7leq4p,0.32
Id_52zzybiaon,0.0
Id_evlvtffu0e,0.02
Id_1ukzpp3244,0.09
Id_9gtmdrhzqz,0.99
Id_8lsycyorqz,0.13
Id_oqhbvzjzr0,0.26
Id_tg2g5osn89,0.04
Id_ihwzkc38wk,0.07
Id_fbs5y30vqw,0.26
Id_t8eov1x0d7,0.62
Id_5amqr6v4n0,0.22
Id_efbha40a05,0.06
Id_t1sysj0wy3,0.01
Id_2o6e6hhl5q,0.09
Id_y2t37020xi,0.74
Id_1a1gb0ui08,0.23
Id_k7qkinfpa9,0.44
Id_rz90uy5431,0.1
Id_abges53wx4,0.03
Id_ezvwuvxsle,0.15
Id_zws3xmvt8g,0.28
Id_ipc8z4thpq,0.07
Id_5uf57n1y5u,0.19
Id_toxgbqarvk,0.2
Id_pwu53q9fid,0.3
Id_qxcteydvw4,0.01
Id_zlxyvpskhr,0.17
Id_yjwtrw4211,0.04
Id_e5jhqca5i4,0.07
Id_dovofof2ez,0.19
Id_qyypzx9dxd,0.33
Id_zdn85bltt8,0.99
Id_xyrhqbrbtb,0.68
Id_pfhj0zkdxv,0.0
Id_qu8nj046vh,0.11
Id_qm01lkv6y9,0.02
Id_oxs6ca9bfg,0.2
Id_y2ze63w79u,0.72
Id_u4plk2fwf7,0.01
Id_6z5b6j6qbu,0.34
Id_lqkf0cj1p1,0.99
Id_quwzwou3vz,0.07
Id_hhj18mp4sn,0.01
Id_f6k196prq4,0.42
Id_3dytekgbci,0.31
Id_29e1z7h6u4,0.05
Id_ni0yhnginh,0.17
Id_8k8f95ykxk,0.46
Id_coio2zican,0.12
Id_ekv4iykprw,0.42
Id_7w5dm3cyu3,0.5
Id_s9sleswdwm,0.15
Id_jnv3klawmz,0.38
Id_96q3d5zm6s,0.05
Id_5nnxzvswv1,0.83
Id_n67tb71k1r,0.0
Id_hmdfu83skm,0.45
Id_bc4oor1bto,0.49
Id_rdqh768b3r,0.09
Id_bbrypkl3ft,0.43
Id_3n82oy9p15,0.03
Id_qivthxzr2a,0.18
Id_7ws4jz5001,0.08
Id_nz833h6upm,0.38
Id_ub7dbguckh,0.23
Id_cq54n2dcg3,0.17
Id_0hsgbh7fu1,0.07
Id_s5vcz76m8u,0.18
Id_wa1aktiovb,0.65
Id_m153wx60hj,0.34
Id_8452i7jerw,0.96
Id_vn2x299g4w,0.12
Id_ombws0yt8w,0.0
Id_m1n0e6d2q3,0.36
Id_fjshad0tfs,0.08
Id_4law5rnagk,0.11
Id_48gluzt7a3,0.02
Id_d9mj1w2zlm,0.03
Id_2c47srurj7,0.03
Id_1ehv4v8u5v,0.01
Id_nxjwl91wxs,0.42
Id_dk7a4ym0qp,0.4
Id_g4ovfkuqix,0.14
Id_mo5vj0g0zx,0.25
Id_pga279dvzu,0.18
Id_k8fq0m29in,0.86
Id_qdvblg1aea,0.55
Id_514fm191b1,0.05
Id_hppomtkw3n,0.94
Id_p9qc9r8oz1,0.68
Id_nxpbqjf2bd,0.03
Id_izog0o31bn,0.96
Id_912m7l9c8d,0.01
Id_lg7retw9ww,0.0
Id_wswjtvcuft,0.54
Id_9aqxopq9uy,0.58
Id_dizqcuygh7,0.01
Id_24hmuyx4lu,0.01
Id_pbs1k81jdk,0.0
Id_5bszucvd4t,0.45
Id_ie7rpmi6ow,0.21
Id_ypj8evnzun,0.3
Id_iepx7buu9w,0.18
Id_69ria2mqih,0.7
Id_96lb0mej8g,0.51
Id_sndwx7ylvg,0.08
Id_v6ka5h5pme,0.15
Id_m6x3vmh0id,0.09
Id_krw9rsq72a,0.82
Id_bvrybvkauc,0.36
Id_ssq5kv9zxg,0.22
Id_7khb49l40f,0.35
Id_arpv2c4o34,0.52
Id_77660xv0hp,0.11
Id_v4d7lczkca,0.0
Id_2c1fdc98nb,0.31
Id_i5vwe6egsj,0.0
Id_lv9x6pdnlw,0.02
Id_ymv4d8xway,0.01
Id_mpgsyehi64,0.04
Id_cgzm433vp0,0.28
Id_85q7sy7s73,0.35
Id_2mnmuw2sk0,0.07
Id_akgm585p89,0.24
Id_if8yz77gp4,0.04
Id_p48e7s6bd4,0.13
Id_s1xlpe5h8l,0.31
Id_621ofyxye6,0.96
Id_al5rxgf8ge,0.59
Id_gf9wdi5ws4,0.03
Id_5w7aw9vz7s,0.22
Id_b4r6kgg0tw,0.24
Id_o0wz1g8ehx,0.22
Id_988cd18v6s,0.11
Id_uabgwoiryz,0.03
Id_ku8toy6hkh,0.09
Id_g97dj3t8v2,0.48
Id_ywwnlmlw4n,0.16
Id_s7jocf41o6,0.31
Id_ts4neughrb,0.03
Id_e45x9vsdem,0.12
Id_4q7jewk3fk,0.01
Id_j2tdecxtoy,0.81
Id_9z31ol7ujm,0.16
Id_46uuy0ia04,0.03
Id_daph21jgcr,0.3
Id_c6q3otyp6f,0.01
Id_8f8g47n7xa,0.03
Id_wfx5uhn1v9,0.09
Id_4rc5zyh5b0,0.15
Id_cqy9hcf26w,0.24
Id_991vaya9oz,0.03
Id_28vbxnfz4t,0.08
Id_cya49sy19a,0.39
Id_fcarifdm67,0.94
Id_itxuerh0tw,0.18
Id_xqn24xlkh2,1.0
Id_jro6zem5eo,0.19
Id_eo9tcsak28,0.2
Id_i71enax2kl,0.07
Id_ahm1gmegal,0.04
Id_kzz19zn94g,0.12
Id_ted137u8ep,0.75
Id_56pwnz0vy4,0.03
Id_2pqek4txfn,0.05
Id_tg6kznersq,0.46
Id_3ec107enjy,0.18
Id_mly4fkgefn,0.55
Id_d5yewin57w,0.47
Id_o5i79cm6dk,0.06
Id_xf4d4limyc,0.04
Id_albyzxx4s9,0.04
Id_qlyhe7bbtx,0.39
Id_b78izf9qye,0.05
Id_9ez9kqm468,0.25
Id_havjl4t04o,0.02
Id_lg0jdl6sst,0.32
Id_bokrjktrb7,0.3
Id_emzaopvzg6,0.33
Id_3ompii7fpn,0.03
Id_fti4owc0kj,0.09
Id_jwuhcghqeq,0.11
Id_4i22lvikkx,0.76
Id_bp5tqt681z,0.12
Id_sjyfd1ue1a,0.06
Id_gqmp65ivhu,0.05
Id_4f57iaju3g,0.24
Id_pts6c1e9qp,0.28
Id_28yembc81t,0.4
Id_cxpjtf7jst,0.12
Id_w70w1lferx,0.53
Id_a1754pyw13,0.01
Id_8por8rjj4p,0.11
Id_n2elz6kur2,0.81
Id_r50xfb685c,0.14
Id_6af93sthv9,0.25
Id_32dumey0cf,0.28
Id_yc7vltimgr,0.09
Id_4so7kektqw,0.12
Id_tpi5tlzak1,0.52
Id_pwx1tw8cmr,0.02
Id_v8ihu4xlmg,0.03
Id_d98euufkmz,0.46
Id_wvbmz5h0y4,0.2
Id_7hojo3tm6x,0.48
Id_mfkj143zj7,0.12
Id_wdfby5aleu,0.12
Id_082tmm337i,0.08
Id_v5rxpyka2o,0.88
Id_56096zutar,0.04
Id_e06p9hwo90,0.11
