Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,,,,
Id_nv93v5q01k,2/20/2023,4,unemployed,1132,Rural,North West,1,0,0,,0 - 29 %,,40 - 49 %,,40 - 49 %,0,1,2000,3,0,,,,
Id_axwofxfxky,8/20/2021,1,wage employed,0,Urban,Gauteng,0,,,,,,,,,0,1,1986,8,0,,,,
Id_6m3z1kukyq,2/14/2023,4,studying,,Urban,Limpopo,0,0,0,4,,,,,,0,1,1999,9,0,,,,
Id_562r0oulao,8/10/2022,3,unemployed,1313,Rural,Eastern Cape,0,,,3,,,,,,0,1,1993,5,0,,,,
Id_vvujaquxba,8/10/2022,3,studying,,Rural,KwaZulu-Natal,1,0,0,2,,30 - 39 %,50 - 59 %,,,0,1,2002,12,0,,,,
Id_5edglmxvt6,2/15/2023,4,unemployed,97,Urban,Western Cape,1,0,0,,,40 - 49 %,30 - 39 %,,,1,1,2003,1,0,,,,
Id_szhyix62ec,2/6/2023,4,wage employed,851,Urban,Gauteng,1,0,0,3,,30 - 39 %,50 - 59 %,,,0,1,1991,8,0,,,,
Id_f4rvlqnpdx,2/7/2023,4,wage employed,426,Urban,Gauteng,1,0,0,2,,30 - 39 %,40 - 49 %,,,0,1,1995,4,0,,,,
Id_x2otiqoln2,8/15/2022,3,unemployed,2409,Urban,Gauteng,,,,,,,,,,0,1,1997,10,0,,,,
Id_zhkc675oj7,2/21/2022,2,unemployed,3086,Urban,KwaZulu-Natal,0,,,4,,,,,,1,1,1988,4,0,,,,
Id_groqklg2aw,2/23/2022,2,unemployed,1154,Suburb,Gauteng,0,0,0,2,,,,,,1,1,1987,12,0,,,,
Id_kqeot4bscj,7/28/2022,3,wage employed,,Urban,Gauteng,,,,,,,,,,1,1,2001,7,0,,,,
Id_d4ivxif01j,3/22/2023,4,unemployed,64,Urban,Mpumalanga,,,,,,,,,,1,1,2002,11,0,,,,
Id_6sb5uo7yga,3/13/2023,4,unemployed,64,Urban,KwaZulu-Natal,1,0,0,5,,0 - 29 %,,30 - 39 %,,1,1,2000,6,0,,,,
Id_otfajg3l1a,2/2/2023,4,wage employed,5,Urban,Gauteng,1,,,,,40 - 49 %,50 - 59 %,,,1,1,1997,12,1,,,,
Id_kfe3l5pevn,8/12/2021,1,studying,,Urban,Gauteng,1,,,5,,,,,,1,1,1993,1,0,,,,
Id_ongah6aql5,8/15/2022,3,other,,Urban,Limpopo,,,,,,,,,,0,1,2002,5,1,,,,
Id_jbqc5694vm,3/20/2023,4,studying,,Urban,North West,1,0,0,2,,70 - 79 %,70 - 79 %,,,1,1,2003,5,0,,,,
Id_7m97hgssom,8/8/2022,3,other,,Suburb,Eastern Cape,1,0,1,3,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,1999,6,1,,,,
Id_5884knhojs,3/1/2022,2,self employed,795,Urban,Gauteng,,,,,,,,,,0,1,2003,1,1,,,,
Id_a5js6gbxdr,2/9/2023,4,unemployed,1042,Urban,Mpumalanga,,,,,,,,,,1,1,1999,7,0,,,,
Id_1aewb87281,3/22/2023,4,studying,,Urban,Gauteng,1,0,0,,30 - 39 %,,60 - 69 %,,,1,1,2000,9,0,,,,
Id_czenfws7ig,3/17/2022,2,self employed,1004,Rural,Gauteng,1,0,0,1,,0 - 29 %,50 - 59 %,,,0,1,2000,1,1,,,,
Id_u4neod6fmt,2/13/2023,4,unemployed,36,Urban,North West,1,0,0,4,,40 - 49 %,,40 - 49 %,,0,1,1998,11,0,,,,
Id_o7487xr3h6,2/27/2023,4,unemployed,401,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2001,2,0,,,,
Id_aag7h2sdqo,3/14/2023,4,unemployed,64,Urban,North West,0,0,0,,,,,,,1,1,1998,12,0,,,,
Id_ytif7gawpi,3/13/2023,4,studying,,Urban,Free State,1,,,1,30 - 39 %,,30 - 39 %,,40 - 49 %,1,1,1990,5,0,,,,
Id_q70m7tq9vv,7/28/2022,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2002,5,0,,,,
Id_gwx652bw3f,3/13/2023,4,unemployed,1065,Rural,KwaZulu-Natal,1,0,0,4,,60 - 69 %,50 - 59 %,,,1,1,2001,11,0,,,,
Id_fseg4ivmmx,3/8/2022,2,unemployed,125,Suburb,Mpumalanga,1,,1,4,50 - 59 %,,60 - 69 %,,40 - 49 %,1,1,1990,5,0,,,,
Id_8d4lnyxr0n,8/5/2022,3,studying,,Urban,Free State,1,1,0,4,,80 - 100 %,,50 - 59 %,50 - 59 %,0,1,1997,1,0,,,,
Id_ap4r6xuj3c,2/13/2023,4,wage employed,516,Urban,KwaZulu-Natal,1,0,0,3,,50 - 59 %,70 - 79 %,,60 - 69 %,1,1,2002,3,0,,,,
Id_xj5kl2toqn,2/6/2023,4,wage employed,273,Urban,Northern Cape,1,,,4,,,50 - 59 %,,,1,1,2002,9,0,,,,
Id_lo4z8pmq67,2/16/2023,4,unemployed,577,Urban,Limpopo,1,0,0,2,30 - 39 %,,40 - 49 %,,,0,1,1991,5,1,,,,
Id_upboc4fjaj,2/16/2023,4,studying,,Urban,KwaZulu-Natal,0,0,0,,,,,,,1,1,2000,1,1,,,,
Id_5vb6kicqi6,3/16/2023,4,unemployed,1160,Urban,KwaZulu-Natal,1,0,0,5,,40 - 49 %,,50 - 59 %,,1,1,2001,2,0,,,,
Id_bbxgxw4rnk,2/10/2023,4,unemployed,1067,Urban,Gauteng,1,,,,,,,,,1,1,2000,1,0,,,,
Id_8nyjgfie98,2/28/2022,2,unemployed,1497,Urban,Eastern Cape,,,,,,,,,,0,1,1992,3,1,,,,
Id_94tlla6x0w,8/12/2022,3,studying,,Urban,Eastern Cape,1,0,1,1,0 - 29 %,,50 - 59 %,,,1,1,1994,7,0,,,,
Id_g90oa74fnv,8/10/2022,3,other,,Urban,Gauteng,1,,,,0 - 29 %,,,60 - 69 %,30 - 39 %,1,1,1999,4,1,,,,
Id_mtpj1azn9o,3/10/2022,2,wage employed,1336,Urban,Gauteng,,,,,,,,,,1,1,1994,5,0,,,,
Id_2odyx39q18,8/3/2022,3,other,,Urban,KwaZulu-Natal,0,0,0,,,,,,,1,1,1995,12,1,,,,
Id_wxjd81ff8d,3/23/2023,4,wage employed,61,Rural,Limpopo,1,0,0,1,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,2004,1,0,,,,
Id_gbn81pwsa1,3/14/2023,4,self employed,,Rural,Limpopo,,,,,,,,,,1,1,1990,7,0,,,,
Id_xkf4tqjtd5,8/4/2022,3,studying,,Urban,Gauteng,1,0,0,2,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,2002,10,0,,,,
Id_cvyj9h4cai,3/23/2023,4,studying,,Urban,KwaZulu-Natal,1,0,0,1,40 - 49 %,,70 - 79 %,,60 - 69 %,1,1,1998,9,1,,,,
Id_9ng6y5x1ik,3/15/2022,2,studying,,Urban,Northern Cape,1,0,0,3,,50 - 59 %,40 - 49 %,,,1,1,2000,1,1,,,,
Id_hfiwux57y8,2/10/2023,4,unemployed,401,Urban,Free State,0,0,0,,,,,,,0,1,1989,3,0,,,,
Id_i1sztlvk6h,2/14/2023,4,wage employed,92,Urban,Gauteng,,,,,,,,,,0,1,2002,8,0,,,,
Id_hhyfk5ygx9,3/18/2022,2,unemployed,64,Urban,Eastern Cape,0,0,0,2,,,,,,0,1,2000,1,0,,,,
Id_iwzwvnnvuc,3/7/2022,2,unemployed,669,Rural,North West,1,,,,,40 - 49 %,50 - 59 %,,,0,1,2000,1,1,,,,
Id_k4zp67pkk8,8/18/2021,1,wage employed,0,Rural,Western Cape,1,,,3,,,,,,0,1,1998,8,0,,,,
Id_i9qr6cm8jv,8/19/2021,1,self employed,65,Rural,Limpopo,1,1,0,3,50 - 59 %,,50 - 59 %,,50 - 59 %,0,1,1993,6,1,,,,
Id_skcww0icbz,2/7/2023,4,unemployed,5,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1993,5,0,,,,
Id_8294bfp350,2/21/2023,4,wage employed,183,Urban,Free State,1,0,0,3,0 - 29 %,,50 - 59 %,,,1,1,1998,6,0,,,,
Id_z13472l4xn,3/16/2022,2,unemployed,0,Urban,Eastern Cape,0,0,0,3,,,,,,0,1,2000,1,1,,,,
Id_ms4frhn96v,2/6/2023,4,studying,,Urban,Gauteng,1,0,0,,0 - 29 %,,40 - 49 %,,30 - 39 %,0,1,2001,8,0,,,,
Id_bhdfk01hfe,2/9/2023,4,unemployed,250,Rural,Mpumalanga,,,,,,,,,,0,1,1998,11,0,,,,
Id_6aco7908s6,2/2/2023,4,studying,,Urban,Gauteng,1,0,0,0,,60 - 69 %,,60 - 69 %,,1,1,1999,6,1,,,,
Id_i1l6t6i1ty,2/8/2023,4,unemployed,912,Urban,KwaZulu-Natal,1,0,0,4,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,2000,1,1,,,,
Id_7w2mqkhsin,2/24/2023,4,unemployed,579,Urban,KwaZulu-Natal,1,0,1,3,,60 - 69 %,70 - 79 %,,,0,1,1992,11,1,,,,
Id_57zq41fhfb,3/22/2023,4,wage employed,153,Urban,Free State,1,0,0,,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,2000,12,0,,,,
Id_7t5d1p58fn,2/14/2023,4,wage employed,123,Urban,Eastern Cape,1,1,0,1,40 - 49 %,,50 - 59 %,,50 - 59 %,0,1,2000,1,0,,,,
Id_x5hqc4jaqb,2/27/2023,4,unemployed,1528,Urban,Eastern Cape,,,,,,,,,,0,1,1997,12,0,,,,
Id_fibynbs3m6,3/7/2022,2,wage employed,0,Urban,KwaZulu-Natal,1,,,3,,,,,,0,1,2000,1,0,,,,
Id_q8s5mw3o8i,8/10/2022,3,self employed,66,Urban,Gauteng,1,0,0,3,,30 - 39 %,50 - 59 %,,,1,1,1992,4,1,,,,
Id_0c89xhoafg,8/4/2022,3,unemployed,97,Rural,Mpumalanga,1,0,0,5,0 - 29 %,,50 - 59 %,,30 - 39 %,0,1,1996,8,0,,,,
Id_layppxpuha,2/14/2023,4,unemployed,5,Urban,Gauteng,1,0,0,4,,40 - 49 %,40 - 49 %,,,1,1,1999,7,0,,,,
Id_e4cmz6dxda,2/15/2023,4,unemployed,432,Suburb,Free State,1,0,0,3,0 - 29 %,,40 - 49 %,,0 - 29 %,0,1,1994,12,0,,,,
Id_42jzixbakw,8/10/2022,3,unemployed,127,Urban,Gauteng,1,,,3,0 - 29 %,,40 - 49 %,,,1,1,1996,9,0,,,,
Id_mfc25yjs24,3/8/2022,2,wage employed,86,Suburb,Northern Cape,1,,,,,,,,,1,1,2000,1,0,,,,
Id_tqrrfnxzq3,3/22/2023,4,studying,,Urban,Limpopo,,,,,,,,,,1,1,1998,2,0,,,,
Id_c64emg99n6,7/29/2022,3,studying,,Rural,Gauteng,1,0,0,,30 - 39 %,,50 - 59 %,,,1,1,1999,11,0,,,,
Id_l8gtwrv4ka,8/1/2022,3,unemployed,979,Suburb,Free State,1,0,0,,,30 - 39 %,40 - 49 %,,,1,1,2000,5,0,,,,
Id_tf0dfok5tk,8/16/2021,1,employment programme,0,Rural,Mpumalanga,1,,1,5,,,,,,0,1,1992,7,1,,,,
Id_rhlc6fuqcp,8/4/2022,3,other,,Rural,Limpopo,1,1,,2,30 - 39 %,,50 - 59 %,,40 - 49 %,0,1,1993,9,1,,,,
Id_2v1pemsea3,2/27/2023,4,studying,,Urban,KwaZulu-Natal,1,1,0,2,50 - 59 %,,60 - 69 %,,60 - 69 %,0,1,2001,6,0,,,,
Id_qe7ky9wumq,8/12/2022,3,other,,Suburb,KwaZulu-Natal,1,0,0,,,50 - 59 %,,50 - 59 %,,1,1,2000,10,1,,,,
Id_nyynnb1m77,3/15/2023,4,studying,,Rural,Eastern Cape,1,0,0,0,0 - 29 %,,40 - 49 %,,,1,1,1999,1,0,,,,
Id_kwxvhc5bhy,2/28/2023,4,wage employed,761,Urban,Gauteng,,,,,,,,,,0,1,1992,2,0,,,,
Id_uxa44lakmm,2/23/2022,2,wage employed,123,Urban,Gauteng,1,0,0,,,60 - 69 %,50 - 59 %,,,1,1,1991,8,1,,,,
Id_47vdlhwzpu,8/12/2022,3,other,,Urban,Mpumalanga,0,0,1,,,,,,,1,1,1998,3,1,,,,
Id_6007zrgubc,8/1/2022,3,other,,Urban,Free State,1,0,0,,,0 - 29 %,50 - 59 %,,,1,1,1989,12,1,,,,
Id_k4k74qd5zc,2/9/2023,4,wage employed,181,Rural,North West,,,,,,,,,,0,1,1997,9,0,,,,
Id_yg19wq6gir,2/23/2022,2,unemployed,671,Urban,KwaZulu-Natal,1,,,5,,,,,,0,1,1990,9,1,,,,
Id_88qm6cvl0r,3/23/2023,4,unemployed,429,Rural,North West,0,0,0,3,,,,,,1,1,1996,9,0,,,,
Id_3u8154vm19,2/8/2023,4,unemployed,36,Rural,Free State,,,,,,,,,,0,1,2002,8,0,,,,
Id_p0kajy82e0,3/1/2023,4,studying,,Urban,Western Cape,1,0,0,3,40 - 49 %,,50 - 59 %,,,0,1,1997,6,0,,,,
Id_crcdmgxwxm,2/8/2023,4,wage employed,1065,Rural,KwaZulu-Natal,1,0,0,2,,70 - 79 %,40 - 49 %,,,1,1,1992,4,0,,,,
Id_s1nyuaxu43,3/16/2023,4,unemployed,64,Rural,North West,,,,,,,,,,1,1,2003,8,0,,,,
Id_3pk3yiyqhd,2/8/2023,4,wage employed,365,Urban,Gauteng,1,0,0,5,,50 - 59 %,,50 - 59 %,,0,1,2000,1,0,,,,
Id_nt36qmdf0q,7/29/2022,3,unemployed,492,Urban,Gauteng,1,0,0,,40 - 49 %,,,60 - 69 %,60 - 69 %,1,1,2003,4,0,,,,
Id_as9gp3gn2u,3/2/2023,4,unemployed,278,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1991,12,0,,,,
Id_6do8fnpa8d,2/13/2023,4,unemployed,401,Suburb,Mpumalanga,,,,,,,,,,0,1,1997,5,0,,,,
Id_b3olwok890,2/14/2023,4,wage employed,273,Urban,Gauteng,1,0,0,5,,50 - 59 %,,40 - 49 %,,1,1,1991,4,0,,,,
Id_6ax5u3ds2y,3/6/2023,4,wage employed,365,Urban,Free State,,,,,,,,,,1,1,1994,11,0,,,,
Id_6ylrywgvyk,3/2/2023,4,unemployed,2191,Urban,Gauteng,0,0,0,2,,,,,,0,1,1997,8,1,,,,
Id_gxik1vc4tn,2/13/2023,4,wage employed,61,Rural,Limpopo,,,,,,,,,,0,1,1995,1,0,,,,
Id_ol1vyjgr1a,7/28/2022,3,studying,,Urban,Gauteng,1,0,1,1,,,60 - 69 %,,,0,1,1998,9,0,,,,
Id_ysdfmebua2,2/24/2022,2,studying,,Urban,Gauteng,1,0,0,3,,30 - 39 %,50 - 59 %,,,1,1,2000,5,0,,,,
Id_5k8a8gah4m,8/4/2022,3,other,,Urban,Gauteng,1,0,0,2,,40 - 49 %,50 - 59 %,,,0,1,1996,2,1,,,,
Id_7m2co36a0x,3/15/2023,4,studying,,Urban,KwaZulu-Natal,0,0,0,4,,,,,,1,1,1998,3,0,,,,
Id_ugj07cv4hz,2/14/2023,4,wage employed,91,Rural,KwaZulu-Natal,1,0,0,3,,50 - 59 %,60 - 69 %,,,1,1,2000,1,0,,,,
Id_jweqq09bib,8/8/2022,3,unemployed,1313,Rural,Limpopo,1,,,1,,,,,,1,1,1997,1,0,,,,
Id_bo2fdyiobp,2/22/2022,2,unemployed,1497,Urban,Gauteng,0,,,4,,,,,,1,1,1997,9,0,,,,
Id_jh8pxy7sjf,3/17/2022,2,studying,,Urban,Northern Cape,1,0,1,1,,40 - 49 %,50 - 59 %,,,0,1,2000,1,0,,,,
Id_efmdcemzty,3/15/2022,2,unemployed,1174,Urban,KwaZulu-Natal,1,,,2,40 - 49 %,,40 - 49 %,,40 - 49 %,1,1,2000,1,0,,,,
Id_z5tre6pem3,2/13/2023,4,studying,,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1994,12,0,,,,
Id_v6ov3lkoj5,3/2/2023,4,self employed,370,Urban,Free State,,,,,,,,,,0,1,1997,1,1,,,,
Id_2hib28amkc,8/2/2022,3,unemployed,36,Urban,Mpumalanga,0,0,0,,,,,,,1,1,2001,3,0,,,,
Id_l9w2hbddcr,3/22/2023,4,studying,,Suburb,KwaZulu-Natal,1,,,,0 - 29 %,,50 - 59 %,,40 - 49 %,1,1,1993,4,0,,,,
Id_kdutw24mfu,2/17/2023,4,studying,,Rural,North West,1,0,0,4,,40 - 49 %,,50 - 59 %,,0,1,2004,10,0,,,,
Id_8n0saeguoc,8/17/2021,1,wage employed,0,Urban,Gauteng,1,1,,4,80 - 100 %,,60 - 69 %,,80 - 100 %,0,1,1995,10,0,,,,
Id_rijfxas3xx,2/21/2023,4,studying,,Urban,Limpopo,,,,,,,,,,0,1,2000,12,0,,,,
Id_36wo6323g2,8/5/2022,3,other,,Urban,Gauteng,1,1,,5,70 - 79 %,,,,40 - 49 %,0,1,1989,8,1,,,,
Id_ggkw06o1w8,2/24/2022,2,unemployed,1132,Suburb,Eastern Cape,1,,,,30 - 39 %,,50 - 59 %,,,1,1,1991,1,0,,,,
Id_yzjnff8oq3,3/23/2023,4,studying,,Urban,Northern Cape,0,0,0,1,,,,,,1,1,2002,9,0,,,,
Id_oxmzofmgek,3/1/2023,4,unemployed,33,Urban,North West,1,1,0,4,,50 - 59 %,70 - 79 %,,,0,1,2000,1,0,,,,
Id_kvyotft3zb,8/23/2021,1,other,,Urban,Gauteng,1,,,3,,,,,,1,1,1997,7,0,,,,
Id_e29n9cfvpi,8/10/2022,3,other,,Urban,Gauteng,1,,,1,,,,,,0,1,1988,9,1,,,,
Id_w3r2th7fsh,2/15/2023,4,studying,,Urban,Limpopo,,,,,,,,,,0,1,1997,8,1,,,,
Id_0ckhudhjo6,8/2/2022,3,studying,,Suburb,Western Cape,,,,,,,,,,1,1,2001,11,0,,,,
Id_w8uyyq1yah,2/15/2023,4,unemployed,36,Urban,Western Cape,1,0,0,,,0 - 29 %,50 - 59 %,,,1,1,2000,1,0,,,,
Id_ko3u9w16ie,3/7/2023,4,studying,,Urban,Limpopo,,,,,,,,,,1,1,1988,9,1,,,,
Id_exxtwg8a1g,2/10/2023,4,wage employed,30,Urban,Western Cape,,,,,,,,,,0,1,1999,3,0,,,,
Id_2l2aflhxwa,8/5/2022,3,wage employed,,Urban,KwaZulu-Natal,1,,,0,50 - 59 %,,50 - 59 %,,50 - 59 %,0,1,1993,2,0,,,,
Id_1233qvpmc5,8/23/2021,1,wage employed,0,Urban,Free State,1,,,2,,,,,,0,1,1994,9,0,,,,
Id_s18ah4avkz,3/17/2023,4,unemployed,334,Rural,KwaZulu-Natal,1,0,0,3,0 - 29 %,,40 - 49 %,,,1,1,2003,8,0,,,,
Id_o41jdplz7k,8/5/2022,3,other,,Rural,Limpopo,1,0,0,,,30 - 39 %,40 - 49 %,,,0,1,1994,8,1,,,,
Id_zcs8iuu8bu,8/3/2022,3,other,,Rural,KwaZulu-Natal,1,0,0,2,,50 - 59 %,40 - 49 %,,,0,1,1994,5,1,,,,
Id_b38hbwa6hj,7/29/2022,3,studying,,Rural,Limpopo,,,,,,,,,,0,1,1995,6,0,,,,
Id_lgp7tnodnf,8/15/2022,3,self employed,583,Urban,Gauteng,1,,1,2,0 - 29 %,,50 - 59 %,,,1,1,1989,3,1,,,,
Id_o6a38se459,2/8/2023,4,unemployed,151,Rural,Mpumalanga,1,0,0,1,,40 - 49 %,40 - 49 %,,,0,1,2000,1,0,,,,
Id_6f91qo5381,2/28/2022,2,unemployed,0,Urban,North West,1,0,0,3,,50 - 59 %,60 - 69 %,,,0,1,1999,7,1,,,,
Id_ha320161xq,2/7/2023,4,unemployed,401,Urban,Gauteng,,,,,,,,,,0,1,1999,12,0,,,,
Id_ibkp5osi0s,8/23/2021,1,self employed,608,Urban,Gauteng,,,,,,,,,,0,1,1988,9,1,,,,
Id_t9kjsi2fih,7/29/2022,3,unemployed,948,Rural,KwaZulu-Natal,1,1,0,3,50 - 59 %,,80 - 100 %,,50 - 59 %,1,1,1995,8,0,,,,
Id_ymwzqi48fk,2/8/2023,4,wage employed,304,Urban,Western Cape,1,,,5,,,,,,1,1,2000,1,0,,,,
Id_6hh9wm8f6r,2/15/2023,4,other,,Urban,KwaZulu-Natal,1,0,0,,30 - 39 %,,40 - 49 %,,,0,1,1992,10,0,,,,
Id_ulgkyvh1b7,2/6/2023,4,studying,,Urban,Gauteng,1,0,1,,50 - 59 %,,50 - 59 %,,60 - 69 %,0,1,2000,10,0,,,,
Id_mh9r2upzoc,2/15/2023,4,unemployed,700,Urban,Western Cape,1,0,0,4,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0,,,,
Id_3jj3i6akiv,3/1/2023,4,other,,Urban,Gauteng,1,,,2,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0,,,,
Id_364rjocaos,2/14/2023,4,wage employed,59,Urban,Free State,1,0,1,,,30 - 39 %,40 - 49 %,,,1,1,1998,5,0,,,,
Id_fgln7fteay,2/15/2023,4,wage employed,334,Rural,Limpopo,1,0,0,3,,50 - 59 %,50 - 59 %,,0 - 29 %,0,1,1997,2,0,,,,
Id_kxu32e87to,2/24/2022,2,unemployed,56,Urban,Gauteng,1,0,0,4,30 - 39 %,,70 - 79 %,,50 - 59 %,1,1,2003,7,0,,,,
Id_rvz2sor8v1,3/4/2022,2,unemployed,795,Urban,Gauteng,1,0,0,0,,40 - 49 %,,40 - 49 %,,1,1,2000,1,0,,,,
Id_jnmu80mb0d,2/8/2023,4,unemployed,36,Urban,Gauteng,1,0,0,3,,70 - 79 %,50 - 59 %,,,0,1,2002,5,0,,,,
Id_qc70d5e5ot,3/15/2023,4,unemployed,1009,Rural,Limpopo,,,,,,,,,,1,1,1992,9,0,,,,
Id_q0om5zd4dn,3/3/2022,2,studying,,Urban,Eastern Cape,1,0,0,1,40 - 49 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,1,,,,
Id_zzgld044hl,8/10/2022,3,other,,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1996,12,1,,,,
Id_zqu73va6x8,2/8/2023,4,wage employed,304,Urban,Gauteng,1,0,0,5,30 - 39 %,,,40 - 49 %,,1,1,2000,1,1,,,,
Id_kldwle17f5,9/3/2022,3,other,,Urban,Gauteng,1,0,0,4,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,1998,8,1,,,,
Id_ff05l5zevg,2/10/2023,4,unemployed,707,Rural,Mpumalanga,1,0,0,,30 - 39 %,,40 - 49 %,,40 - 49 %,1,1,1987,3,0,,,,
Id_pe7wxeonme,3/2/2023,4,unemployed,460,Urban,Gauteng,1,0,0,4,,40 - 49 %,70 - 79 %,,,1,1,2000,1,0,,,,
Id_w91mq7ljw6,3/16/2022,2,unemployed,79,Urban,Eastern Cape,1,0,0,,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0,,,,
Id_impup6t80k,8/10/2022,3,other,,Urban,KwaZulu-Natal,1,0,0,2,,40 - 49 %,50 - 59 %,,,1,1,2003,3,1,,,,
Id_2h9imqthnm,3/3/2022,2,unemployed,795,Urban,Gauteng,1,,,,,40 - 49 %,,30 - 39 %,,1,1,2000,1,0,,,,
Id_v26fvi3uxd,3/4/2022,2,unemployed,64,Urban,Limpopo,1,0,0,0,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,0,,,,
Id_uhut10dsde,2/23/2022,2,wage employed,198,Urban,Eastern Cape,1,,,4,,60 - 69 %,70 - 79 %,,,1,1,2000,1,1,,,,
Id_rpk8js5w40,2/8/2023,4,unemployed,281,Urban,KwaZulu-Natal,1,0,0,,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,0,,,,
Id_cwn8v9xlba,9/3/2022,3,unemployed,5,Urban,Gauteng,1,0,0,2,30 - 39 %,,,50 - 59 %,30 - 39 %,1,1,1994,7,0,,,,
Id_yhamqlumsi,2/9/2023,4,wage employed,120,Rural,Limpopo,1,,,1,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,1,,,,
Id_9ojiwmjdfl,2/24/2022,2,wage employed,293,Urban,KwaZulu-Natal,1,0,0,3,30 - 39 %,,60 - 69 %,,0 - 29 %,1,1,1998,9,1,,,,
Id_z0c48h5kwm,3/2/2023,4,studying,,Suburb,Mpumalanga,,,,,,,,,,0,1,2004,9,0,,,,
Id_8ey5hny0ec,3/14/2023,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1995,5,0,,,,
Id_drhyaetzpp,3/1/2022,2,unemployed,1520,Urban,Free State,0,,,,,,,,,0,1,1992,12,1,,,,
Id_6eqsbldnek,2/20/2023,4,unemployed,798,Urban,Western Cape,,,,,,,,,,0,1,2003,10,0,,,,
Id_ryh21usdbx,3/14/2022,2,unemployed,839,Rural,North West,,,,,,,,,,1,1,2000,1,0,,,,
Id_xgto7ekqmu,2/28/2022,2,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1996,9,0,,,,
Id_fxgmalivs9,2/23/2022,2,wage employed,557,Suburb,Gauteng,0,0,0,0,,,,,,1,1,1996,1,0,,,,
Id_23o1lvvwh5,3/1/2022,2,unemployed,1556,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,4,0,,,,
Id_twd32yzwl0,2/2/2023,4,unemployed,646,Urban,Western Cape,1,0,0,3,,50 - 59 %,50 - 59 %,,30 - 39 %,1,1,2000,1,0,,,,
Id_qskruddgxz,3/24/2023,4,studying,,Urban,KwaZulu-Natal,0,0,0,,,,,,,1,1,1993,9,1,,,,
Id_hwit76s4o7,2/14/2023,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,2003,8,0,,,,
Id_3augtsi8dr,3/10/2022,2,wage employed,150,Suburb,Free State,,,,,,,,,,1,1,1994,6,0,,,,
Id_2gsb87gewl,3/1/2022,2,wage employed,0,Rural,Limpopo,1,1,0,3,60 - 69 %,,60 - 69 %,,50 - 59 %,0,1,1998,7,1,,,,
Id_gq2qw8koxr,9/3/2022,3,other,,Urban,KwaZulu-Natal,1,,,5,,30 - 39 %,40 - 49 %,,,1,1,1994,11,1,,,,
Id_mvoq93w07s,3/1/2022,2,wage employed,1370,Urban,Gauteng,1,1,0,3,,50 - 59 %,50 - 59 %,,,0,1,1987,6,0,,,,
Id_7i72e9mg61,3/2/2023,4,studying,,Urban,Western Cape,1,0,0,3,30 - 39 %,,60 - 69 %,,,1,1,2000,1,1,,,,
Id_uol02e7jfh,3/11/2022,2,unemployed,1204,Urban,KwaZulu-Natal,1,0,0,,,40 - 49 %,40 - 49 %,,,1,1,2000,1,0,,,,
Id_61f5e14o7s,8/5/2022,3,wage employed,245,Rural,Limpopo,,,,,,,,,,0,1,1992,7,0,,,,
Id_csm1rwlntn,9/3/2022,3,other,,Urban,Gauteng,1,0,0,2,,50 - 59 %,50 - 59 %,,,1,1,1995,9,1,,,,
Id_0x6qpa1tqm,3/1/2022,2,studying,,Urban,KwaZulu-Natal,1,,,5,40 - 49 %,,,40 - 49 %,60 - 69 %,0,1,2000,2,0,,,,
Id_ozxs4t9kdi,2/8/2023,4,unemployed,334,Urban,North West,1,,,,,30 - 39 %,,40 - 49 %,,1,1,2000,1,0,,,,
Id_oci135clqm,2/24/2023,4,unemployed,365,Urban,Mpumalanga,,,,,,,,,,0,1,2000,1,1,,,,
Id_55a8ihu191,2/14/2023,4,studying,,Rural,Free State,1,0,0,4,30 - 39 %,,,40 - 49 %,30 - 39 %,1,1,2003,5,0,,,,
